geneID	taxon	count	SampleID
A1A317	Bifidobacterium adolescentis ATCC 15703	8410.0	518_t2
AAC75089.1	Escherichia coli str. K-12 substr. MG1655	6241.0	518_t2
AAD51348.1	Stenotrophomonas maltophilia	2262.0	518_t2
AAC60781.1	Yersinia enterocolitica (type O:8)	208.0	518_t2
BAD59497.1	Nocardia farcinica IFM 10152	19128.0	518_t2
ABA71726.1	Enterococcus faecalis	642.0	518_t2
BAA15935.1	Escherichia coli str. K-12 substr. W3110	1743.0	518_t2
AHE40557.1	Exiguobacterium sp. S3-2	51.0	518_t2
CAA45050.1	Streptomyces ambofaciens	883.0	518_t2
AAC73788.1	Escherichia coli str. K-12 substr. MG1655	4082.0	518_t2
AAB05624.1	Enterococcus faecalis	1796.0	518_t2
ABA71731.1	Enterococcus faecalis	1449.0	518_t2
AAA65954.1	Enterococcus faecium	1714.0	518_t2
BAA15934.1	Escherichia coli str. K-12 substr. W3110	431.0	518_t2
AAG07763.1	Pseudomonas aeruginosa PAO1	1045.0	518_t2
CAA53189	Staphylococcus aureus	7509.0	518_t2
AAR96051.1	Streptomyces rimosus	671.0	518_t2
ABD30512.1	Staphylococcus aureus subsp. aureus NCTC 8325	2917.0	518_t2
CDO61513.1	Enterococcus faecium	12424.0	518_t2
AAD23513.1	Prevotella intermedia	1742.0	518_t2
AQX82857.1	Macrococcus caseolyticus	474.0	518_t2
ABA71732.1	Enterococcus faecalis	332.0	518_t2
ACH87088.1	Escherichia coli	3147.0	518_t2
AAB05622.1	Enterococcus faecalis	2572.0	518_t2
AET10445.1	Streptococcus australis	4383.0	518_t2
AAK01167.1	Enterococcus faecium	209.0	518_t2
CCC86795.1	Staphylococcus aureus subsp. aureus LGA251	214.0	518_t2
ABX54689.1	Enterococcus faecalis	46.0	518_t2
CAA79727.1	Bacteroides fragilis	4910.0	518_t2
ACL82960.1	Enterococcus faecium	730.0	518_t2
BAE83690.1	Desulfitobacterium hafniense Y51	435.0	518_t2
AAD01868.1	Enterococcus faecalis	1204.0	518_t2
AAC32027.1	Streptomyces thermotolerans	1260.0	518_t2
CAQ49384.1	Staphylococcus aureus subsp. aureus ST398	351.0	518_t2
NP_388442.1	Bacillus subtilis subsp. subtilis str. 168	2723.0	518_t2
ACT97415.1	mixed culture bacterium AX_gF3SD01_15	124.0	518_t2
SOX29786.1	Brachyspira hyodysenteriae	239.0	518_t2
AAL27445.1	Enterococcus faecalis	1828.0	518_t2
AAL19306.1	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	209.0	518_t2
AAL73129.1	Streptococcus pyogenes	2114.0	518_t2
SIP52035.1	Pseudomonas aeruginosa	836.0	518_t2
AAP43110.2	Escherichia coli	1223.0	518_t2
AAC75314.1	Escherichia coli str. K-12 substr. MG1655	515.0	518_t2
BAI83385.1	Macrococcus caseolyticus	177.0	518_t2
CAD55718.1	Bacteroides coprosuis DSM 18011	581.0	518_t2
ABX54690.1	Enterococcus faecalis	106.0	518_t2
ABR14060.1	Streptococcus uberis	276.0	518_t2
AAA50325.1	Streptomyces antibioticus	1490.0	518_t2
AAF86220.1	Enterococcus faecium	566.0	518_t2
AVI44920.1	Staphylococcus aureus	1506.0	518_t2
AHB37625.1	Staphylococcus cohnii	582.0	518_t2
AHA41505.1	Rhodococcus hoagii	1439.0	518_t2
ADP36409.1	Bifidobacterium bifidum PRL2010	707.0	518_t2
ACS83559.1	Clostridium perfringens	376.0	518_t2
AAN28945	Chlamydia trachomatis	347.0	518_t2
AAG05914	Pseudomonas aeruginosa PAO1	196.0	518_t2
BAN78519.1	Pseudomonas aeruginosa	96.0	518_t2
AEA37904.1	Streptococcus agalactiae	1384.0	518_t2
ADM92605.1	Acinetobacter baumannii	839.0	518_t2
AAF01499.1	Streptococcus pyogenes	2468.0	518_t2
AAG05882.1	Pseudomonas aeruginosa PAO1	1727.0	518_t2
AAA86871.1	Staphylococcus aureus	798.0	518_t2
AAB95639.1	Staphylococcus aureus	723.0	518_t2
ABA71727.1	Enterococcus faecalis	3564.0	518_t2
CAC14595.1	Stenotrophomonas maltophilia	775.0	518_t2
AAG06942.1	Pseudomonas aeruginosa PAO1	908.0	518_t2
AAG05881.1	Pseudomonas aeruginosa PAO1	131.0	518_t2
AAB41957.1	Pseudomonas aeruginosa	1169.0	518_t2
AAN28721.1	uncultured bacterium	754.0	518_t2
AAC61671.1	Staphylococcus cohnii	154.0	518_t2
CAJ77856.1	Acinetobacter baumannii AYE	338.0	518_t2
AGN74946	Staphylococcus sciuri subsp. sciuri	510.0	518_t2
CAE00499.1	Clostridioides difficile	1874.0	518_t2
AAM09851.1	Enterococcus faecium	1162.0	518_t2
AAA23018.1	Campylobacter coli	1675.0	518_t2
ABX00624.1	Streptomyces lincolnensis	894.0	518_t2
AAA26832.1	Streptomyces fradiae	763.0	518_t2
AAC73564.1	Escherichia coli str. K-12 substr. MG1655	680.0	518_t2
AAA26652.1	Staphylococcus haemolyticus	365.0	518_t2
CAE18141.1	Staphylococcus sciuri	3458.0	518_t2
AAO52851.1	Enterococcus faecium	9.0	518_t2
AAD51344.1	Stenotrophomonas maltophilia	77.0	518_t2
AAX14802.1	Acinetobacter baumannii	377.0	518_t2
AAB58161.1	Burkholderia cepacia	922.0	518_t2
ABQ47844.1	Staphylococcus aureus subsp. aureus JH9	347.0	518_t2
ANZ79240.1	uncultured bacterium	1390.0	518_t2
CBL58195.1	Staphylococcus aureus	334.0	518_t2
AAA26793	Streptomyces antibioticus	3418.0	518_t2
AEP40504.1	Enterococcus faecium	1244.0	518_t2
CAM12479.1	uncultured bacterium	1150.0	518_t2
AAA21532.1	Bacteroides fragilis	1354.0	518_t2
BAA16344.1	Escherichia coli str. K-12 substr. W3110	883.0	518_t2
AAL27446.1	Enterococcus faecalis	242.0	518_t2
ANZ79241.1	uncultured bacterium	2121.0	518_t2
AAL14440.1	Acinetobacter baumannii	703.0	518_t2
BAE15963.1	Staphylococcus aureus	148.0	518_t2
AHA41499.1	Rhodococcus hoagii	847.0	518_t2
ABX54687.1	Enterococcus faecalis	115.0	518_t2
AAP43109.1	Escherichia coli	123.0	518_t2
APB03214.1	Paenibacillus sp. LC231	3016.0	518_t2
BAD12078.1	Acinetobacter pittii	534.0	518_t2
CBH51823.1	Campylobacter fetus subsp. fetus	587.0	518_t2
CAL64019.1	Staphylococcus warneri	73.0	518_t2
ACX92987.1	Enterococcus faecium	184.0	518_t2
AAC76539.1	Escherichia coli str. K-12 substr. MG1655	513.0	518_t2
AAC45805.1	Rhodococcus rhodochrous	25.0	518_t2
CBH51824.1	Campylobacter fetus subsp. fetus	277.0	518_t2
ABX54692.1	Enterococcus faecalis	969.0	518_t2
AAC76093.1	Escherichia coli str. K-12 substr. MG1655	1196.0	518_t2
AAA25293.1	Listeria monocytogenes	155.0	518_t2
BAG75524.1	Enterococcus faecium	25.0	518_t2
CAE53424.1	Pasteurella multocida	197.0	518_t2
AET10444.1	Streptococcus australis	1163.0	518_t2
AAY32951.1	Streptococcus agalactiae	516.0	518_t2
AAR84673.1	Paenibacillus popilliae ATCC 14706	452.0	518_t2
BAB38260.1	Escherichia coli O157:H7 str. Sakai	132.0	518_t2
AMP42147.1	uncultured bacterium IN-02	572.0	518_t2
AEP40503.1	Enterococcus faecium	693.0	518_t2
ACX92986.2	Enterococcus faecium	305.0	518_t2
AAC76298.1	Escherichia coli str. K-12 substr. MG1655	965.0	518_t2
AAB05623.1	Enterococcus faecalis	370.0	518_t2
AAA85213.1	Listeria monocytogenes	99.0	518_t2
AAL19305.1	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	1169.0	518_t2
AAA65958.1	Enterococcus faecium	96.0	518_t2
AAA65955.1	Enterococcus faecium	236.0	518_t2
AAA22081.1	Agrobacterium fabrum str. C58	502.0	518_t2
AAB41958.1	Pseudomonas aeruginosa	33.0	518_t2
AAA20117.1	Clostridium perfringens	1276.0	518_t2
BAE78116.1	Escherichia coli str. K-12 substr. W3110	9.0	518_t2
AAC75733.1	Escherichia coli str. K-12 substr. MG1655	80.0	518_t2
AAA74437.1	Pseudomonas aeruginosa	247.0	518_t2
AAF36802.1	Paenibacillus popilliae ATCC 14706	301.0	518_t2
AAD51345.1	Stenotrophomonas maltophilia	563.0	518_t2
AAN00989.1	Streptococcus agalactiae 2603V/R	40.0	518_t2
AAA88548.1	Staphylococcus aureus	249.0	518_t2
AEP40500.1	Enterococcus faecium	105.0	518_t2
AEO25219.1	Listeria monocytogenes FSL R2-561	340.0	518_t2
BAA34300.1	Pseudomonas aeruginosa PAO1	822.0	518_t2
AVM85875.1	Escherichia coli	97.0	518_t2
KIX81495.1	Bacillus subtilis	111.0	518_t2
ACL82959.1	Enterococcus faecium	75.0	518_t2
ACL82958.1	Enterococcus faecium	324.0	518_t2
AAF36806.1	Paenibacillus popilliae ATCC 14706	77.0	518_t2
AAW34150.1	Campylobacter jejuni	58.0	518_t2
AAB05626.1	Enterococcus faecalis	376.0	518_t2
ANZ79476.1	Helcococcus kunzii	362.0	518_t2
ACJ41739.1	Acinetobacter baumannii AB0057	5.0	518_t2
KKE03230.1	Salmonella enterica subsp. enterica serovar Heidelberg	4.0	518_t2
AAO04716.1	Staphylococcus epidermidis ATCC 12228	219.0	518_t2
AAD51347.1	Stenotrophomonas maltophilia	141.0	518_t2
AAC75137.1	Escherichia coli str. K-12 substr. MG1655	293.0	518_t2
AAO82019.1	Enterococcus faecalis V583	155.0	518_t2
AAM09850.1	Enterococcus faecium	570.0	518_t2
BAE06008.1	Pseudomonas aeruginosa	567.0	518_t2
CWV56762.1	Listeria monocytogenes	4.0	518_t2
EIM09515.1	Bacillus atrophaeus C89	47.0	518_t2
CAI47810.1	Pseudomonas aeruginosa	101.0	518_t2
CAA37477.1	Streptomyces rimosus	864.0	518_t2
ADM92606.1	Acinetobacter baumannii	347.0	518_t2
CAA11473.1	Pseudomonas aeruginosa	49.0	518_t2
AAA25550.1	Plasmid pAZ1	83.0	518_t2
AAO43110.1	Enterococcus faecalis ATCC 29212	347.0	518_t2
ABU39979.1	Bacillus clausii	889.0	518_t2
AAF40763.1	Neisseria meningitidis MC58	36.0	518_t2
AAM09849.1	Enterococcus faecium	62.0	518_t2
AGV10830.1	Campylobacter coli CVM N29710	86.0	518_t2
AAL27442.1	Enterococcus faecalis	203.0	518_t2
APB03220.1	Paenibacillus sp. LC231	95.0	518_t2
AAF63432	Yersinia enterocolitica	395.0	518_t2
AAD12162.1	Streptomyces fradiae	8.0	518_t2
AUR80098.1	Klebsiella pneumoniae	8.0	518_t2
BAA03674.1	Micromonospora griseorubida	64.0	518_t2
CAI99385.1	Escherichia coli	6.0	518_t2
ABB43029.1	Escherichia coli	11.0	518_t2
ALH22601.1	Acinetobacter baumannii	11.0	518_t2
CBY77552.1	Pasteurella multocida	182.0	518_t2
AAL68645.1	Vibrio cholerae	47.0	518_t2
BAB36671.1	Escherichia coli O157:H7 str. Sakai	91.0	518_t2
ACM47284	Enterococcus faecium	113.0	518_t2
EGP45230	Achromobacter insuavis AXX-A	36.0	518_t2
AHA41500.1	Rhodococcus hoagii	205.0	518_t2
AAA24786.1	Enterococcus gallinarum	24.0	518_t2
AID93387.1	Klebsiella oxytoca KONIH1	21.0	518_t2
BAJ42218.1	Escherichia coli DH1	11.0	518_t2
AFQ93498.1	Enterobacter cloacae	25.0	518_t2
AAM09852.1	Enterococcus faecium	7.0	518_t2
AAL27444.1	Enterococcus faecalis	123.0	518_t2
AGT57825	synthetic construct	136.0	518_t2
AAC75429.1	Escherichia coli str. K-12 substr. MG1655	199.0	518_t2
ABA71730.1	Enterococcus faecalis	142.0	518_t2
AAW38464.1	Staphylococcus aureus subsp. aureus COL	120.0	518_t2
BAE06006.1	Pseudomonas aeruginosa	185.0	518_t2
CAA78046.1	Rhodococcus fascians	78.0	518_t2
BAA11237.1	Escherichia coli	11.0	518_t2
APB03222.1	Paenibacillus sp. LC231	53.0	518_t2
ADG84870.1	Klebsiella pneumoniae	106.0	518_t2
AAA73865.1	Clostridium butyricum	47.0	518_t2
CAL84423.1	Clostridium botulinum A str. ATCC 3502	121.0	518_t2
AEP40501.1	Enterococcus faecium	79.0	518_t2
CAA11707.1	Streptomyces ambofaciens	34.0	518_t2
AAG07064.1	Pseudomonas aeruginosa PAO1	140.0	518_t2
BAH45481.1	Brevibacillus brevis NBRC 100599	27.0	518_t2
ACN32294.1	Escherichia coli	14.0	518_t2
AAG03548.1	Pseudomonas aeruginosa PAO1	48.0	518_t2
ABH10964.1	Staphylococcus haemolyticus	284.0	518_t2
AAF36805.1	Paenibacillus popilliae ATCC 14706	208.0	518_t2
AAC76296.1	Escherichia coli str. K-12 substr. MG1655	17.0	518_t2
CAJ77857.1	Acinetobacter baumannii AYE	15.0	518_t2
AAK84316.1	Enterococcus faecium	62.0	518_t2
AEP40502.2	Enterococcus faecium	83.0	518_t2
ABV18113.1	Escherichia coli O139:H28 str. E24377A	67.0	518_t2
AAC75136.1	Escherichia coli str. K-12 substr. MG1655	78.0	518_t2
AAD52985.1	Stenotrophomonas maltophilia	2.0	518_t2
AAU95768.1	Staphylococcus aureus	83.0	518_t2
AAG03816.1	Pseudomonas aeruginosa PAO1	158.0	518_t2
CAA36304.1	Staphylococcus epidermidis	83.0	518_t2
CAB13166.1	Bacillus subtilis subsp. subtilis str. 168	7.0	518_t2
CAA09666.1	Klebsiella pneumoniae	33.0	518_t2
BAD63613.1	Bacillus clausii KSM-K16	140.0	518_t2
AAA23215.1	Clostridium perfringens	48.0	518_t2
CAB60001.1	Saccharopolyspora erythraea NRRL 2338	127.0	518_t2
AEJ08681.1	Klebsiella pneumoniae	4.0	518_t2
AAK64581.1	Vibrio cholerae MO10	92.0	518_t2
KTE89608.1	Desulfitobacterium hafniense	54.0	518_t2
AAU10334.1	Streptococcus oralis	74.0	518_t2
AAB36568.1	Streptomyces venezuelae ATCC 10712	96.0	518_t2
AGC51118.1	Staphylococcus aureus	144.0	518_t2
AAF36803.1	Paenibacillus popilliae ATCC 14706	74.0	518_t2
AAD22403.1	Enterococcus gallinarum	54.0	518_t2
AAC36915.1	Clostridium perfringens	49.0	518_t2
CAL48457.1	Escherichia coli	127.0	518_t2
AEX49906.1	Pseudomonas aeruginosa	103.0	518_t2
AAK99679.1	Streptococcus pneumoniae R6	52.0	518_t2
CCQ22388.1	Listeria monocytogenes	20.0	518_t2
ACX65640.1	Paenibacillus sp. Y412MC10	14.0	518_t2
APB03217.1	Paenibacillus sp. LC231	28.0	518_t2
AAG07065.1	Pseudomonas aeruginosa PAO1	7.0	518_t2
ABF33001.1	Streptococcus pyogenes MGAS9429	17.0	518_t2
AAA65959.1	Enterococcus faecium	40.0	518_t2
AAD51346.1	Stenotrophomonas maltophilia	52.0	518_t2
AAL27443.1	Enterococcus faecalis	139.0	518_t2
ABA71729.1	Enterococcus faecalis	152.0	518_t2
AAC76297.1	Escherichia coli str. K-12 substr. MG1655	10.0	518_t2
EHL92831.1	Klebsiella sp. 4_1_44FAA	34.0	518_t2
EGP45231.1	Achromobacter insuavis AXX-A	135.0	518_t2
AAC60780.1	Yersinia enterocolitica (type O:8)	35.0	518_t2
ACL82961.1	Enterococcus faecium	50.0	518_t2
BAC67143.1	Gram-negative bacterium TC71	70.0	518_t2
CAC14594.1	Stenotrophomonas maltophilia	4.0	518_t2
AAA65956.1	Enterococcus faecium	48.0	518_t2
CAB12108.2	Bacillus subtilis subsp. subtilis str. 168	49.0	518_t2
AAL59753.1	Vibrio cholerae	72.0	518_t2
ALV80601.1	Pseudomonas aeruginosa	12.0	518_t2
BAE06007.1	Pseudomonas aeruginosa	60.0	518_t2
AAB05625.1	Enterococcus faecalis	85.0	518_t2
AAA22851.1	Geobacillus stearothermophilus	27.0	518_t2
ACJ63260.1	Escherichia coli	38.0	518_t2
AAP15294.1	Pasteurella multocida	8.0	518_t2
ANW35663.1	Arcobacter butzleri	65.0	518_t2
BAE77933.1	Escherichia coli str. K-12 substr. W3110	38.0	518_t2
CAC14596.1	Stenotrophomonas maltophilia	95.0	518_t2
BAL43360.1	Photobacterium damselae subsp. damselae	12.0	518_t2
AGI65307.1	Acinetobacter schindleri	5.0	518_t2
CAC41008.1	Klebsiella pneumoniae	14.0	518_t2
NP_249397.1	Pseudomonas aeruginosa PAO1	4.0	518_t2
BAD89844.2	Acinetobacter baumannii	5.0	518_t2
ABA42119.2	Streptomyces antibioticus	32.0	518_t2
CAJ77855.1	Acinetobacter baumannii AYE	83.0	518_t2
CDF47262.1	Clostridioides difficile	25.0	518_t2
ACQ82816.1	Acinetobacter baumannii	12.0	518_t2
AFN69318.1	Listeria monocytogenes	3.0	518_t2
AHA41504.1	Rhodococcus hoagii	31.0	518_t2
CAX16467.1	uncultured bacterium	96.0	518_t2
CAA30695.1	Plasmid R387	29.0	518_t2
AAS48620.1	Enterobacter cloacae	1.0	518_t2
AAA99503.1	Bacillus licheniformis	6.0	518_t2
AAL19308.1	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	6.0	518_t2
AFK13828.1	Enterobacter cloacae	25.0	518_t2
AAF61331.1	Enterococcus gallinarum	70.0	518_t2
AHH83938.1	Enterococcus faecium	31.0	518_t2
BAA11236.1	Escherichia coli	23.0	518_t2
ADO96486.1	Haemophilus influenzae R2846	57.0	518_t2
BAA07072.1	Photobacterium damselae subsp. piscicida	3.0	518_t2
BAA16547.1	Escherichia coli str. K-12 substr. W3110	30.0	518_t2
CAA79966.1	Enterobacter cloacae	39.0	518_t2
CAA40897.1	Escherichia coli	29.0	518_t2
ABG77965.1	Enterobacter cloacae	38.0	518_t2
AAB23649.1	Vibrio anguillarum	22.0	518_t2
AAA25655.1	Proteus mirabilis	11.0	518_t2
ACJ63262.1	Escherichia coli	69.0	518_t2
AAL36430.1	Pseudomonas aeruginosa	5.0	518_t2
CAA26964.1	Staphylococcus aureus	8.0	518_t2
ATL63235.1	Brevibacillus brevis Vm4	22.0	518_t2
BAB43543.1	Staphylococcus aureus subsp. aureus N315	6.0	518_t2
CCE94500.1	Enterobacter cloacae	11.0	518_t2
AGZ55247.1	Bacillus amyloliquefaciens CC178	23.0	518_t2
BAA78619.1	Streptomyces griseus	22.0	518_t2
AAL19304.1	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	38.0	518_t2
AAP69916.1	Fusobacterium nucleatum	20.0	518_t2
ABO11759.2	Acinetobacter baumannii ATCC 17978	42.0	518_t2
CAC99773.1	Listeria monocytogenes EGD-e	3.0	518_t2
AAD37403.1	Escherichia coli	31.0	518_t2
AJD73064.1	Streptococcus pneumoniae	22.0	518_t2
AAC77293.1	Escherichia coli str. K-12 substr. MG1655	15.0	518_t2
AAB58160.1	Burkholderia cepacia	13.0	518_t2
AAM77075.1	uncultured bacterium	1.0	518_t2
AAC05822.1	Mycolicibacterium smegmatis	5.0	518_t2
AAC75731.1	Escherichia coli str. K-12 substr. MG1655	6.0	518_t2
AAC75135.2	Escherichia coli str. K-12 substr. MG1655	10.0	518_t2
AAM92461.1	Salmonella enterica subsp. enterica serovar Typhi	38.0	518_t2
CAE50926.1	Enterococcus durans	5.0	518_t2
CAE50925.1	Enterococcus hirae	6.0	518_t2
AAG05661.1	Pseudomonas aeruginosa PAO1	3.0	518_t2
CAD70268.1	Staphylococcus lentus	14.0	518_t2
AAV85981.1	Neisseria gonorrhoeae	19.0	518_t2
AAM09853.1	Enterococcus faecium	5.0	518_t2
AAD04032.1	Streptomyces rimosus	11.0	518_t2
AAL79549.2	Capnocytophaga ochracea	2.0	518_t2
AAS79458.1	Streptomyces bikiniensis	10.0	518_t2
AAB53259.1	Lactobacillus reuteri	10.0	518_t2
AFH35853.1	Escherichia coli	11.0	518_t2
AAG57600.1	Escherichia coli O157:H7 str. EDL933	20.0	518_t2
BAB35162.1	Escherichia coli O157:H7 str. Sakai	11.0	518_t2
ABS43901.1	Campylobacter jejuni subsp. doylei 269.97	3.0	518_t2
EGE18576.1	Moraxella catarrhalis BC1	5.0	518_t2
AAA22289.1	Bacillus pumilus	3.0	518_t2
CAB13167.1	Bacillus subtilis subsp. subtilis str. 168	40.0	518_t2
CBL58181.1	Staphylococcus aureus	20.0	518_t2
AAL20862.1	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	7.0	518_t2
AAB53445.1	Campylobacter coli	42.0	518_t2
AGV28567.1	Acinetobacter baumannii	5.0	518_t2
CAA52904.1	Streptococcus pyogenes	4.0	518_t2
AAX14803.1	Acinetobacter baumannii	17.0	518_t2
ALF06101.1	Clostridium botulinum	4.0	518_t2
BAE06009.1	Pseudomonas aeruginosa	9.0	518_t2
EOD99669.1	Enterococcus faecalis EnGen0074	14.0	518_t2
AAG08375.1	Pseudomonas aeruginosa PAO1	6.0	518_t2
AAF17880.1	Escherichia coli	2.0	518_t2
AIA08936.1	Streptomyces sp. WAC4747	31.0	518_t2
BAM10414.1	Pseudomonas aeruginosa	28.0	518_t2
BAQ22025.1	Serratia marcescens	1.0	518_t2
AAF74725.1	Bacteroides fragilis	25.0	518_t2
CAA23899.1	Escherichia coli	8.0	518_t2
BAA07390.1	Kitasatospora aureofaciens	3.0	518_t2
BAE78082.1	Escherichia coli str. K-12 substr. W3110	7.0	518_t2
ASK49942.1	Moraxella sp. MSG47-C17	2.0	518_t2
AAG05915.1	Pseudomonas aeruginosa PAO1	3.0	518_t2
AAB63533.1	Enterococcus faecium	4.0	518_t2
CBL80435.1	Staphylococcus aureus	5.0	518_t2
CAB55427.1	Elizabethkingia meningoseptica	2.0	518_t2
ADT70779.1	Pseudomonas aeruginosa	1.0	518_t2
AAF27726.1	Klebsiella pneumoniae	1.0	518_t2
APB03218.1	Paenibacillus sp. LC231	2.0	518_t2
AAC41392.1	Acinetobacter genomosp. 13	1.0	518_t2
AAU93796.1	Aeromicrobium erythreum	7.0	518_t2
AML99881.1	Salmonella enterica subsp. enterica serovar Typhimurium	29.0	518_t2
BAE77781.1	Escherichia coli str. K-12 substr. W3110	4.0	518_t2
AAA88675.1	Bacteroides fragilis	34.0	518_t2
BAA15221.2	Escherichia coli str. K-12 substr. W3110	12.0	518_t2
OPG86592.1	Bifidobacterium breve	20.0	518_t2
WP_011461306.1	Desulfitobacterium hafniense	1.0	518_t2
CAG41812.1	Staphylococcus aureus subsp. aureus MSSA476	1.0	518_t2
CBJ02047.1	Escherichia coli ETEC H10407	3.0	518_t2
BAC11901.1	Streptococcus suis	3.0	518_t2
BAE78083.1	Escherichia coli str. K-12 substr. W3110	8.0	518_t2
CAJ47134.2	Klebsiella pneumoniae	1.0	518_t2
CAA88265.1	Escherichia coli	1.0	518_t2
AAA76822.1	Campylobacter jejuni	1.0	518_t2
CAA40146.1	Pseudomonas aeruginosa	3.0	518_t2
AAD22144.1	Klebsiella aerogenes	3.0	518_t2
CAA62365.1	Pseudomonas aeruginosa	6.0	518_t2
AAA98298.1	Plasmid R	2.0	518_t2
CAB14620.1	Bacillus subtilis subsp. subtilis str. 168	5.0	518_t2
AAC37034.1	Bacteroides thetaiotaomicron	1.0	518_t2
ACJ47200.1	Escherichia coli	5.0	518_t2
BAE77778.1	Escherichia coli str. K-12 substr. W3110	2.0	518_t2
ABX54688.1	Enterococcus faecalis	1.0	518_t2
BAC11911.1	Enterococcus faecalis ATCC 29212	6.0	518_t2
AAZ42322.1	Vibrio cholerae	6.0	518_t2
AAG07066.1	Pseudomonas aeruginosa PAO1	1.0	518_t2
NP_249116.1	Pseudomonas aeruginosa PAO1	6.0	518_t2
ACJ59254.1	Acinetobacter baumannii AB307-0294	7.0	518_t2
AAA99505.1	Bacillus licheniformis	4.0	518_t2
CAA64891.1	Neisseria gonorrhoeae	7.0	518_t2
AFK80333.1	Streptomyces sp. WAC5292	3.0	518_t2
CAA37805.1	Escherichia coli K-12	5.0	518_t2
AAC46344.1	Pseudomonas aeruginosa	4.0	518_t2
ABG86067.1	Clostridium perfringens SM101	4.0	518_t2
AAW66497.1	Acinetobacter sp. LUH5605	2.0	518_t2
AFN20670.1	Pseudomonas aeruginosa	2.0	518_t2
ACJ41547.2	Acinetobacter baumannii AB0057	7.0	518_t2
AAA22597.1	Bacillus anthracis	5.0	518_t2
BAG33043.1	Porphyromonas gingivalis ATCC 33277	3.0	518_t2
AAC74149.2	Escherichia coli str. K-12 substr. MG1655	7.0	518_t2
BAA23130.1	Serratia marcescens	1.0	518_t2
AAG05883.1	Pseudomonas aeruginosa PAO1	1.0	518_t2
BAA14147.1	Staphylococcus aureus	5.0	518_t2
EOU56998.1	Escherichia coli KTE14	2.0	518_t2
CAA24743.1	Escherichia coli	6.0	518_t2
BAH63251.1	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	5.0	518_t2
AUW34359.1	uncultured bacterium	2.0	518_t2
AGC29882.1	Klebsiella oxytoca	1.0	518_t2
CAA27061.1	Bacillus circulans	1.0	518_t2
CAA77936.1	Escherichia coli	4.0	518_t2
BAH63252.1	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	4.0	518_t2
BAJ09383.1	Staphylococcus aureus	3.0	518_t2
ACZ72746.1	Elizabethkingia meningoseptica	4.0	518_t2
BAA84973.1	Escherichia coli	2.0	518_t2
BAB41874.1	Staphylococcus aureus subsp. aureus N315	1.0	518_t2
ABA42118.2	Streptomyces antibioticus	3.0	518_t2
AAG07593.1	Pseudomonas aeruginosa PAO1	2.0	518_t2
ACD56151.1	Escherichia coli	1.0	518_t2
AAG07762.1	Pseudomonas aeruginosa PAO1	1.0	518_t2
AVK94777.1	Escherichia coli	3.0	518_t2
AAX38178.1	Enterococcus casseliflavus	1.0	518_t2
AAA20116.1	Clostridium perfringens	3.0	518_t2
AAV32840.1	Pseudomonas aeruginosa	1.0	518_t2
ADV91011.1	Mycolicibacterium smegmatis MC2 155	1.0	518_t2
AAF42063.1	Neisseria meningitidis MC58	1.0	518_t2
AEM62948.1	Bhargavaea cecembensis	2.0	518_t2
AAF40764.1	Neisseria meningitidis MC58	1.0	518_t2
AAG04750.1	Pseudomonas aeruginosa PAO1	3.0	518_t2
BAE78084.1	Escherichia coli str. K-12 substr. W3110	3.0	518_t2
AAQ10694.1	Staphylococcus aureus	1.0	518_t2
ATL95930.1	Campylobacter jejuni	2.0	518_t2
CAA90683.1	Escherichia coli	1.0	518_t2
AAD03496.1	Acinetobacter sp. BM2722	1.0	518_t2
AAC64366.1	Pseudomonas aeruginosa	1.0	518_t2
AJP77071	Pedobacter sp. ALS-14	2.0	518_t2
AHA11126.1	Acinetobacter lwoffii	1.0	518_t2
ACH58989.1	uncultured bacterium BLR9	5.0	518_t2
AAS07017.3	Serratia marcescens	1.0	518_t2
ACS83748.1	uncultured bacterium AOTet43	1.0	518_t2
CAC80727.1	Aeromonas salmonicida subsp. salmonicida	2.0	518_t2
AAA27471.1	Bacteroides fragilis	2.0	518_t2
AAA26683.1	Staphylococcus aureus	3.0	518_t2
AAA26549.1	Serratia marcescens	3.0	518_t2
ASK40551.1	Salmonella enterica subsp. enterica serovar Paratyphi B	1.0	518_t2
AAV37206.1	Parabacteroides distasonis	1.0	518_t2
ABV26705.1	Pseudomonas aeruginosa	1.0	518_t2
AAN04884.1	Klebsiella pneumoniae	1.0	518_t2
AAA25334.1	Micromonospora chalcea	3.0	518_t2
CAX52582.1	Bacillus subtilis subsp. subtilis str. 168	2.0	518_t2
AFM55002.1	Acinetobacter bereziniae	1.0	518_t2
CAH10847.1	Salmonella enterica subsp. enterica serovar Agona	2.0	518_t2
AAG03380.1	Corynebacterium striatum	1.0	518_t2
AID67109.1	Citrobacter freundii	2.0	518_t2
CAH35803.1	Burkholderia pseudomallei K96243	1.0	518_t2
AAA88560.1	Streptomyces lavendulae	1.0	518_t2
AGV10818.1	Campylobacter coli CVM N29710	2.0	518_t2
